Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.9, Gamma: 6e-05",13454,171,216,20,97.20799365125171,0,40,
"Nu: 0.9, Gamma: 7e-05",13454,171,216,20,97.20799365125171,0,40,
"Nu: 0.9, Gamma: 8e-05",13454,171,216,20,97.20799365125171,0,40,
"Nu: 0.9, Gamma: 9e-05",13454,171,216,20,97.20799365125171,0,40,
"Nu: 0.9, Gamma: 0.0001",13454,171,216,20,97.20799365125171,0,40,
"Nu: 0.9, Gamma: 0.0002",13454,171,216,20,97.20799365125171,0,40,
"Nu: 0.9, Gamma: 0.0003",13454,171,216,20,97.20799365125171,0,40,
"Nu: 0.9, Gamma: 0.0004",13454,172,216,19,97.20077916456245,0,40,
"Nu: 0.9, Gamma: 0.005",13454,179,216,12,97.15027775773754,0,40,
"Nu: 0.9, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.9, Gamma: 0.0625",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.9, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.9, Gamma: 0.2",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.9, Gamma: 0.5",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.9, Gamma: 0.7",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.9, Gamma: 0.9",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.9, Gamma: 0.99",13454,186,216,5,97.09977635091263,0,40,
"Nu: 0.99, Gamma: 1e-05",13670,190,0,1,98.62924752903831,0,40,
"Nu: 0.99, Gamma: 2e-05",13670,188,0,3,98.64367650241685,0,40,
"Nu: 0.99, Gamma: 3e-05",13670,188,0,3,98.64367650241685,0,40,
"Nu: 0.99, Gamma: 4e-05",13670,188,0,3,98.64367650241685,0,40,
"Nu: 0.99, Gamma: 5e-05",13670,188,0,3,98.64367650241685,0,40,
"Nu: 0.99, Gamma: 6e-05",13670,189,0,2,98.63646201572757,0,40,
"Nu: 0.99, Gamma: 7e-05",13670,189,0,2,98.63646201572757,0,40,
"Nu: 0.99, Gamma: 8e-05",13670,189,0,2,98.63646201572757,0,40,
"Nu: 0.99, Gamma: 9e-05",13670,189,0,2,98.63646201572757,0,40,
"Nu: 0.99, Gamma: 0.0001",13670,190,0,1,98.62924752903831,0,40,
"Nu: 0.99, Gamma: 0.0002",13670,190,0,1,98.62924752903831,0,40,
"Nu: 0.99, Gamma: 0.0003",13670,190,0,1,98.62924752903831,0,40,
"Nu: 0.99, Gamma: 0.0004",13670,190,0,1,98.62924752903831,0,40,
"Nu: 0.99, Gamma: 0.005",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.05",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.0625",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.1",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.2",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.5",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.7",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.9",13670,191,0,0,98.62203304234903,0,40,
"Nu: 0.99, Gamma: 0.99",13670,191,0,0,98.62203304234903,0,40,
,,,,,,,,
Target Class: dedup,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 5e-05, Gamma: 1e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 2e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 3e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 4e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 5e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 6e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 7e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 8e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 9e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.0001",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.0002",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.0003",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.0004",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.005",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.1",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.2",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.5",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.7",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.9",14758,82,0,0,99.44743935309972,0,40,
"Nu: 5e-05, Gamma: 0.99",14758,82,0,0,99.44743935309972,0,40,
"Nu: 6e-05, Gamma: 1e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 6e-05, Gamma: 2e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 3e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 4e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 5e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 6e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 7e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 8e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 9e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.0001",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.0002",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.0003",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.0004",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.005",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.0625",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.1",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.2",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.5",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.7",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.9",14494,82,264,0,97.66846361185983,0,40,
"Nu: 6e-05, Gamma: 0.99",14494,82,264,0,97.66846361185983,0,40,
"Nu: 7e-05, Gamma: 1e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 2e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 3e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 4e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 5e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 6e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 7e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 8e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 9e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.0001",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.0002",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.0003",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.0004",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.005",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.1",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.2",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.5",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.7",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.9",14758,82,0,0,99.44743935309972,0,40,
"Nu: 7e-05, Gamma: 0.99",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 1e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 2e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 3e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 4e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 5e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 6e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 7e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 8e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 9e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.0001",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.0002",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.0003",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.0004",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.005",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.1",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.2",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.5",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.7",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.9",14758,82,0,0,99.44743935309972,0,40,
"Nu: 8e-05, Gamma: 0.99",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 1e-05",14122,78,636,4,95.18867924528301,0,40,
"Nu: 9e-05, Gamma: 2e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 3e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 4e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 5e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 6e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 7e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 8e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 9e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 0.0001",14758,82,0,0,99.44743935309972,0,40,
"Nu: 9e-05, Gamma: 0.0002",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.0003",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.0004",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.005",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.0625",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.1",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.2",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.5",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.7",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.9",14494,82,264,0,97.66846361185983,0,40,
"Nu: 9e-05, Gamma: 0.99",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0001, Gamma: 1e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 2e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 3e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 4e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 5e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 6e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 7e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 8e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 9e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.0001",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.0002",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.0003",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.0004",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.005",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.1",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.2",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.5",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.7",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.9",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0001, Gamma: 0.99",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 1e-05",12466,82,2292,0,84.00269541778975,0,40,
"Nu: 0.0002, Gamma: 2e-05",12239,80,2519,2,82.48652291105121,0,40,
"Nu: 0.0002, Gamma: 3e-05",14429,82,329,0,97.23045822102426,0,40,
"Nu: 0.0002, Gamma: 4e-05",14454,82,304,0,97.3989218328841,0,40,
"Nu: 0.0002, Gamma: 5e-05",14476,82,282,0,97.54716981132076,0,40,
"Nu: 0.0002, Gamma: 6e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0002, Gamma: 7e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0002, Gamma: 8e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0002, Gamma: 9e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0002, Gamma: 0.0001",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0002, Gamma: 0.0002",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.0003",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.0004",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.005",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.1",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.2",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.5",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.7",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.9",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0002, Gamma: 0.99",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0003, Gamma: 1e-05",12216,78,2542,4,82.34501347708894,0,40,
"Nu: 0.0003, Gamma: 2e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0003, Gamma: 3e-05",14429,82,329,0,97.23045822102426,0,40,
"Nu: 0.0003, Gamma: 4e-05",14454,82,304,0,97.3989218328841,0,40,
"Nu: 0.0003, Gamma: 5e-05",14485,82,273,0,97.6078167115903,0,40,
"Nu: 0.0003, Gamma: 6e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 7e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 8e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 9e-05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.0001",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.0002",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0003, Gamma: 0.0003",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0003, Gamma: 0.0004",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0003, Gamma: 0.005",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.0625",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.1",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.2",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.5",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.7",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.9",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0003, Gamma: 0.99",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 1e-05",12748,71,2010,11,85.97708894878706,0,40,
"Nu: 0.0004, Gamma: 2e-05",14580,82,178,0,98.24797843665768,0,40,
"Nu: 0.0004, Gamma: 3e-05",13111,82,1647,0,88.34905660377359,0,40,
"Nu: 0.0004, Gamma: 4e-05",12501,80,2257,2,84.25202156334231,0,40,
"Nu: 0.0004, Gamma: 5e-05",12822,82,1936,0,86.40161725067385,0,40,
"Nu: 0.0004, Gamma: 6e-05",14758,79,0,3,99.46765498652292,0,40,
"Nu: 0.0004, Gamma: 7e-05",14758,80,0,2,99.46091644204851,0,40,
"Nu: 0.0004, Gamma: 8e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0004, Gamma: 9e-05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0004, Gamma: 0.0001",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0004, Gamma: 0.0002",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.0003",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.0004",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0004, Gamma: 0.005",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.0625",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.1",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.2",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.5",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.7",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.9",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0004, Gamma: 0.99",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.005, Gamma: 1e-05",13247,54,1511,28,89.45417789757413,0,40,
"Nu: 0.005, Gamma: 2e-05",13123,68,1635,14,88.52425876010783,0,40,
"Nu: 0.005, Gamma: 3e-05",13744,74,1014,8,92.66846361185983,0,40,
"Nu: 0.005, Gamma: 4e-05",14410,77,348,5,97.13611859838275,0,40,
"Nu: 0.005, Gamma: 5e-05",14218,79,540,3,95.8288409703504,0,40,
"Nu: 0.005, Gamma: 6e-05",12903,79,1855,3,86.96765498652292,0,40,
"Nu: 0.005, Gamma: 7e-05",13598,79,1160,3,91.65094339622641,0,40,
"Nu: 0.005, Gamma: 8e-05",13411,79,1347,3,90.39083557951483,0,40,
"Nu: 0.005, Gamma: 9e-05",14533,79,225,3,97.95148247978437,0,40,
"Nu: 0.005, Gamma: 0.0001",14490,79,268,3,97.66172506738545,0,40,
"Nu: 0.005, Gamma: 0.0002",14707,80,51,2,99.11725067385446,0,40,
"Nu: 0.005, Gamma: 0.0003",14383,82,375,0,96.92048517520216,0,40,
"Nu: 0.005, Gamma: 0.0004",14467,82,291,0,97.48652291105121,0,40,
"Nu: 0.005, Gamma: 0.005",14754,82,4,0,99.42048517520216,0,40,
"Nu: 0.005, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.005, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.005, Gamma: 0.1",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.005, Gamma: 0.2",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.005, Gamma: 0.5",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.005, Gamma: 0.7",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.005, Gamma: 0.9",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.005, Gamma: 0.99",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.05, Gamma: 1e-05",13499,54,1259,28,91.1522911051213,0,40,
"Nu: 0.05, Gamma: 2e-05",13283,69,1475,13,89.59568733153638,0,40,
"Nu: 0.05, Gamma: 3e-05",13598,75,1160,7,91.67789757412399,0,40,
"Nu: 0.05, Gamma: 4e-05",13354,77,1404,5,90.02021563342318,0,40,
"Nu: 0.05, Gamma: 5e-05",13395,79,1363,3,90.28301886792453,0,40,
"Nu: 0.05, Gamma: 6e-05",13526,79,1232,3,91.16576819407008,0,40,
"Nu: 0.05, Gamma: 7e-05",13811,79,947,3,93.08625336927224,0,40,
"Nu: 0.05, Gamma: 8e-05",13492,79,1266,3,90.9366576819407,0,40,
"Nu: 0.05, Gamma: 9e-05",13616,79,1142,3,91.77223719676549,0,40,
"Nu: 0.05, Gamma: 0.0001",13644,79,1114,3,91.96091644204851,0,40,
"Nu: 0.05, Gamma: 0.0002",14224,80,534,2,95.86253369272238,0,40,
"Nu: 0.05, Gamma: 0.0003",14358,81,400,1,96.75876010781671,0,40,
"Nu: 0.05, Gamma: 0.0004",14239,82,519,0,95.95013477088948,0,40,
"Nu: 0.05, Gamma: 0.005",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.05",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.0625",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.1",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.2",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.5",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.7",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.9",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.05, Gamma: 0.99",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.0625, Gamma: 1e-05",13241,54,1517,28,89.41374663072776,0,40,
"Nu: 0.0625, Gamma: 2e-05",13560,69,1198,13,91.4622641509434,0,40,
"Nu: 0.0625, Gamma: 3e-05",13316,75,1442,7,89.777628032345,0,40,
"Nu: 0.0625, Gamma: 4e-05",13434,77,1324,5,90.55929919137466,0,40,
"Nu: 0.0625, Gamma: 5e-05",13732,79,1026,3,92.55390835579514,0,40,
"Nu: 0.0625, Gamma: 6e-05",13704,79,1054,3,92.36522911051213,0,40,
"Nu: 0.0625, Gamma: 7e-05",13769,79,989,3,92.8032345013477,0,40,
"Nu: 0.0625, Gamma: 8e-05",13583,79,1175,3,91.54986522911052,0,40,
"Nu: 0.0625, Gamma: 9e-05",13768,79,990,3,92.79649595687331,0,40,
"Nu: 0.0625, Gamma: 0.0001",13620,79,1138,3,91.79919137466307,0,40,
"Nu: 0.0625, Gamma: 0.0002",14277,80,481,2,96.21967654986523,0,40,
"Nu: 0.0625, Gamma: 0.0003",14107,81,651,1,95.06738544474393,0,40,
"Nu: 0.0625, Gamma: 0.0004",14465,82,293,0,97.47304582210242,0,40,
"Nu: 0.0625, Gamma: 0.005",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.1",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.2",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.5",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.7",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.9",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.0625, Gamma: 0.99",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.1, Gamma: 1e-05",13307,54,1451,28,89.85849056603774,0,40,
"Nu: 0.1, Gamma: 2e-05",13550,69,1208,13,91.39487870619945,0,40,
"Nu: 0.1, Gamma: 3e-05",13581,75,1177,7,91.5633423180593,0,40,
"Nu: 0.1, Gamma: 4e-05",13584,77,1174,5,91.5700808625337,0,40,
"Nu: 0.1, Gamma: 5e-05",13438,79,1320,3,90.57277628032345,0,40,
"Nu: 0.1, Gamma: 6e-05",13396,79,1362,3,90.28975741239891,0,40,
"Nu: 0.1, Gamma: 7e-05",13765,79,993,3,92.77628032345014,0,40,
"Nu: 0.1, Gamma: 8e-05",13796,79,962,3,92.98517520215633,0,40,
"Nu: 0.1, Gamma: 9e-05",13917,79,841,3,93.80053908355795,0,40,
"Nu: 0.1, Gamma: 0.0001",13695,79,1063,3,92.30458221024259,0,40,
"Nu: 0.1, Gamma: 0.0002",13974,80,784,2,94.17789757412399,0,40,
"Nu: 0.1, Gamma: 0.0003",14374,81,384,1,96.86657681940702,0,40,
"Nu: 0.1, Gamma: 0.0004",14476,82,282,0,97.54716981132076,0,40,
"Nu: 0.1, Gamma: 0.005",14494,82,264,0,97.66846361185983,0,40,
"Nu: 0.1, Gamma: 0.05",14758,82,0,0,99.44743935309972,0,40,
"Nu: 0.1, Gamma: 0.0625",14758,82,0,0,99.44743935309972,0,40,
