Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 8e-05, Gamma: 3e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 4e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 5e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 6e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 7e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 8e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 9e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.0001",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.0002",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.0003",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.0004",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.005",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.0625",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.1",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.2",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.5",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.7",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.9",14022,156,0,0,98.89970376639864,20,40,
"Nu: 8e-05, Gamma: 0.99",14022,156,0,0,98.89970376639864,20,40,
"Nu: 9e-05, Gamma: 1e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 9e-05, Gamma: 2e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 3e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 4e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 5e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 6e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 7e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 8e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 9e-05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.0001",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.0002",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.0003",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.0004",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.005",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.2",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 9e-05, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0001, Gamma: 1e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 2e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 3e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 4e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 5e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 6e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 7e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 8e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 9e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.0001",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.0002",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.0003",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.0004",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.005",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.0625",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.1",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.2",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.5",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.7",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.9",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0001, Gamma: 0.99",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 1e-05",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.0002, Gamma: 2e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 3e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 4e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 5e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 6e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 7e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 8e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 9e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 0.0001",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 0.0002",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0002, Gamma: 0.0003",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.0004",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.005",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.2",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0002, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0003, Gamma: 1e-05",14022,149,0,7,98.94907603329102,20,40,
"Nu: 0.0003, Gamma: 2e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 3e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 4e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 5e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 6e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 7e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 8e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 9e-05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.0001",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.0002",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.0003",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.0004",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.005",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.0625",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.1",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.2",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.5",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.7",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.9",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0003, Gamma: 0.99",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0004, Gamma: 1e-05",14022,148,0,8,98.95612921427563,20,40,
"Nu: 0.0004, Gamma: 2e-05",13665,143,357,13,96.47340950768796,20,40,
"Nu: 0.0004, Gamma: 3e-05",13640,144,382,12,96.29002680208775,20,40,
"Nu: 0.0004, Gamma: 4e-05",13635,145,387,11,96.24770771618,20,40,
"Nu: 0.0004, Gamma: 5e-05",13636,148,386,8,96.23360135421075,20,40,
"Nu: 0.0004, Gamma: 6e-05",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.0004, Gamma: 7e-05",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.0004, Gamma: 8e-05",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.0004, Gamma: 9e-05",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.0004, Gamma: 0.0001",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.0004, Gamma: 0.0002",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0004, Gamma: 0.0003",14022,155,0,1,98.90675694738327,20,40,
"Nu: 0.0004, Gamma: 0.0004",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0004, Gamma: 0.005",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.05",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.2",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0004, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.005, Gamma: 1e-05",13639,102,383,54,96.57920722245733,20,40,
"Nu: 0.005, Gamma: 2e-05",14008,117,14,39,99.07603329101424,20,40,
"Nu: 0.005, Gamma: 3e-05",14014,120,8,36,99.09719283396812,20,40,
"Nu: 0.005, Gamma: 4e-05",13700,114,322,42,96.9248130907039,20,40,
"Nu: 0.005, Gamma: 5e-05",13708,115,314,41,96.97418535759627,20,40,
"Nu: 0.005, Gamma: 6e-05",13725,119,297,37,97.0658767103964,20,40,
"Nu: 0.005, Gamma: 7e-05",13740,121,282,35,97.15756806319649,20,40,
"Nu: 0.005, Gamma: 8e-05",14020,125,2,31,99.10424601495275,20,40,
"Nu: 0.005, Gamma: 9e-05",14021,130,1,26,99.07603329101424,20,40,
"Nu: 0.005, Gamma: 0.0001",13772,129,250,27,97.32684440682749,20,40,
"Nu: 0.005, Gamma: 0.0002",13779,128,243,28,97.38326985470447,20,40,
"Nu: 0.005, Gamma: 0.0003",13771,134,251,22,97.28452532091974,20,40,
"Nu: 0.005, Gamma: 0.0004",13788,134,234,22,97.40442939765835,20,40,
"Nu: 0.005, Gamma: 0.005",13790,147,232,9,97.32684440682749,20,40,
"Nu: 0.005, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.005, Gamma: 0.0625",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.005, Gamma: 0.1",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.005, Gamma: 0.2",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.005, Gamma: 0.5",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.005, Gamma: 0.7",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.005, Gamma: 0.9",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.005, Gamma: 0.99",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.05, Gamma: 1e-05",13879,105,143,51,98.25081111581324,20,40,
"Nu: 0.05, Gamma: 2e-05",13710,108,312,48,97.03766398645789,20,40,
"Nu: 0.05, Gamma: 3e-05",13751,112,271,44,97.29863168288898,20,40,
"Nu: 0.05, Gamma: 4e-05",13785,114,237,42,97.52433347439695,20,40,
"Nu: 0.05, Gamma: 5e-05",14017,121,5,35,99.11129919593736,20,40,
"Nu: 0.05, Gamma: 6e-05",14020,125,2,31,99.10424601495275,20,40,
"Nu: 0.05, Gamma: 7e-05",13768,120,254,36,97.3621103117506,20,40,
"Nu: 0.05, Gamma: 8e-05",13789,121,233,35,97.50317393144307,20,40,
"Nu: 0.05, Gamma: 9e-05",14021,130,1,26,99.07603329101424,20,40,
"Nu: 0.05, Gamma: 0.0001",13789,125,233,31,97.47496120750458,20,40,
"Nu: 0.05, Gamma: 0.0002",14022,136,0,20,99.04076738609112,20,40,
"Nu: 0.05, Gamma: 0.0003",14022,138,0,18,99.02666102412188,20,40,
"Nu: 0.05, Gamma: 0.0004",13790,133,232,23,97.42558894061222,20,40,
"Nu: 0.05, Gamma: 0.005",14022,151,0,5,98.93496967132177,20,40,
"Nu: 0.05, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.05, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.05, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.05, Gamma: 0.2",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.05, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.05, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.05, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.05, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0625, Gamma: 1e-05",13642,99,380,57,96.62152630836506,20,40,
"Nu: 0.0625, Gamma: 2e-05",13957,115,65,41,98.73042742276766,20,40,
"Nu: 0.0625, Gamma: 3e-05",14012,119,10,37,99.0901396529835,20,40,
"Nu: 0.0625, Gamma: 4e-05",14017,119,5,37,99.12540555790662,20,40,
"Nu: 0.0625, Gamma: 5e-05",13783,116,239,40,97.49612075045846,20,40,
"Nu: 0.0625, Gamma: 6e-05",14020,125,2,31,99.10424601495275,20,40,
"Nu: 0.0625, Gamma: 7e-05",14020,126,2,30,99.09719283396812,20,40,
"Nu: 0.0625, Gamma: 8e-05",13789,122,233,34,97.49612075045846,20,40,
"Nu: 0.0625, Gamma: 9e-05",14021,130,1,26,99.07603329101424,20,40,
"Nu: 0.0625, Gamma: 0.0001",14021,131,1,25,99.06898011002963,20,40,
"Nu: 0.0625, Gamma: 0.0002",13790,130,232,26,97.4467484835661,20,40,
"Nu: 0.0625, Gamma: 0.0003",14022,138,0,18,99.02666102412188,20,40,
"Nu: 0.0625, Gamma: 0.0004",13790,133,232,23,97.42558894061222,20,40,
"Nu: 0.0625, Gamma: 0.005",13790,145,232,11,97.34095076879673,20,40,
"Nu: 0.0625, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0625, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0625, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0625, Gamma: 0.2",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.0625, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0625, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0625, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.0625, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.1, Gamma: 1e-05",13874,105,148,51,98.21554521089011,20,40,
"Nu: 0.1, Gamma: 2e-05",13724,108,298,48,97.13640852024264,20,40,
"Nu: 0.1, Gamma: 3e-05",13763,112,259,44,97.38326985470447,20,40,
"Nu: 0.1, Gamma: 4e-05",13784,114,238,42,97.51728029341234,20,40,
"Nu: 0.1, Gamma: 5e-05",13784,116,238,40,97.50317393144307,20,40,
"Nu: 0.1, Gamma: 6e-05",14020,125,2,31,99.10424601495275,20,40,
"Nu: 0.1, Gamma: 7e-05",14020,126,2,30,99.09719283396812,20,40,
"Nu: 0.1, Gamma: 8e-05",14021,128,1,28,99.0901396529835,20,40,
"Nu: 0.1, Gamma: 9e-05",14021,130,1,26,99.07603329101424,20,40,
"Nu: 0.1, Gamma: 0.0001",13789,125,233,31,97.47496120750458,20,40,
"Nu: 0.1, Gamma: 0.0002",14022,136,0,20,99.04076738609112,20,40,
"Nu: 0.1, Gamma: 0.0003",14022,138,0,18,99.02666102412188,20,40,
"Nu: 0.1, Gamma: 0.0004",14022,139,0,17,99.01960784313727,20,40,
"Nu: 0.1, Gamma: 0.005",14022,151,0,5,98.93496967132177,20,40,
"Nu: 0.1, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.1, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.1, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.1, Gamma: 0.2",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.1, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.1, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.1, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.1, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.2, Gamma: 1e-05",13642,99,380,57,96.62152630836506,20,40,
"Nu: 0.2, Gamma: 2e-05",13960,114,62,42,98.75864014670617,20,40,
"Nu: 0.2, Gamma: 3e-05",14012,117,10,39,99.10424601495275,20,40,
"Nu: 0.2, Gamma: 4e-05",13785,114,237,42,97.52433347439695,20,40,
"Nu: 0.2, Gamma: 5e-05",13785,116,237,40,97.5102271124277,20,40,
"Nu: 0.2, Gamma: 6e-05",14020,125,2,31,99.10424601495275,20,40,
"Nu: 0.2, Gamma: 7e-05",13788,120,234,36,97.50317393144307,20,40,
"Nu: 0.2, Gamma: 8e-05",14021,129,1,27,99.08308647199887,20,40,
"Nu: 0.2, Gamma: 9e-05",13789,124,233,32,97.48201438848922,20,40,
"Nu: 0.2, Gamma: 0.0001",14021,131,1,25,99.06898011002963,20,40,
"Nu: 0.2, Gamma: 0.0002",14022,136,0,20,99.04076738609112,20,40,
"Nu: 0.2, Gamma: 0.0003",14022,138,0,18,99.02666102412188,20,40,
"Nu: 0.2, Gamma: 0.0004",13790,133,232,23,97.42558894061222,20,40,
"Nu: 0.2, Gamma: 0.005",14022,151,0,5,98.93496967132177,20,40,
"Nu: 0.2, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.2, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.2, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.2, Gamma: 0.2",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.2, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.2, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.2, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.2, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.5, Gamma: 1e-05",13642,103,380,53,96.59331358442658,20,40,
"Nu: 0.5, Gamma: 2e-05",13957,114,65,42,98.73748060375229,20,40,
"Nu: 0.5, Gamma: 3e-05",13776,111,246,45,97.48201438848922,20,40,
"Nu: 0.5, Gamma: 4e-05",14017,119,5,37,99.12540555790662,20,40,
"Nu: 0.5, Gamma: 5e-05",13785,116,237,40,97.5102271124277,20,40,
"Nu: 0.5, Gamma: 6e-05",13788,119,234,37,97.5102271124277,20,40,
"Nu: 0.5, Gamma: 7e-05",14020,126,2,30,99.09719283396812,20,40,
"Nu: 0.5, Gamma: 8e-05",13789,123,233,33,97.48906756947383,20,40,
"Nu: 0.5, Gamma: 9e-05",13789,124,233,32,97.48201438848922,20,40,
"Nu: 0.5, Gamma: 0.0001",13789,125,233,31,97.47496120750458,20,40,
"Nu: 0.5, Gamma: 0.0002",14022,136,0,20,99.04076738609112,20,40,
"Nu: 0.5, Gamma: 0.0003",14022,138,0,18,99.02666102412188,20,40,
"Nu: 0.5, Gamma: 0.0004",14022,139,0,17,99.01960784313727,20,40,
"Nu: 0.5, Gamma: 0.005",13790,145,232,11,97.34095076879673,20,40,
"Nu: 0.5, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.5, Gamma: 0.0625",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.5, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.5, Gamma: 0.2",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.5, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.5, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.5, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.5, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.7, Gamma: 1e-05",13645,117,377,39,96.51572859359571,20,40,
"Nu: 0.7, Gamma: 2e-05",13715,119,307,37,96.99534490055015,20,40,
"Nu: 0.7, Gamma: 3e-05",14017,124,5,32,99.0901396529835,20,40,
"Nu: 0.7, Gamma: 4e-05",13785,122,237,34,97.46790802651995,20,40,
"Nu: 0.7, Gamma: 5e-05",14020,129,2,27,99.07603329101424,20,40,
"Nu: 0.7, Gamma: 6e-05",13788,123,234,33,97.48201438848922,20,40,
"Nu: 0.7, Gamma: 7e-05",13789,122,233,34,97.49612075045846,20,40,
"Nu: 0.7, Gamma: 8e-05",14021,131,1,25,99.06898011002963,20,40,
"Nu: 0.7, Gamma: 9e-05",13789,125,233,31,97.47496120750458,20,40,
"Nu: 0.7, Gamma: 0.0001",13789,126,233,30,97.46790802651995,20,40,
"Nu: 0.7, Gamma: 0.0002",13790,130,232,26,97.4467484835661,20,40,
"Nu: 0.7, Gamma: 0.0003",13790,132,232,24,97.43264212159684,20,40,
"Nu: 0.7, Gamma: 0.0004",13790,133,232,23,97.42558894061222,20,40,
"Nu: 0.7, Gamma: 0.005",13790,145,232,11,97.34095076879673,20,40,
"Nu: 0.7, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.7, Gamma: 0.0625",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.7, Gamma: 0.1",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.7, Gamma: 0.2",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.7, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.7, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.7, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.7, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.9, Gamma: 1e-05",13888,146,134,10,98.02510932430526,20,40,
"Nu: 0.9, Gamma: 2e-05",13959,144,63,12,98.53999153618281,20,40,
"Nu: 0.9, Gamma: 3e-05",14021,145,1,11,98.97023557624489,20,40,
"Nu: 0.9, Gamma: 4e-05",13790,139,232,17,97.38326985470447,20,40,
"Nu: 0.9, Gamma: 5e-05",13790,138,232,18,97.3903230356891,20,40,
"Nu: 0.9, Gamma: 6e-05",13790,139,232,17,97.38326985470447,20,40,
"Nu: 0.9, Gamma: 7e-05",14022,146,0,10,98.97023557624489,20,40,
"Nu: 0.9, Gamma: 8e-05",14022,146,0,10,98.97023557624489,20,40,
"Nu: 0.9, Gamma: 9e-05",13790,140,232,16,97.37621667371985,20,40,
"Nu: 0.9, Gamma: 0.0001",13790,140,232,16,97.37621667371985,20,40,
"Nu: 0.9, Gamma: 0.0002",13790,141,232,15,97.36916349273523,20,40,
"Nu: 0.9, Gamma: 0.0003",13790,141,232,15,97.36916349273523,20,40,
"Nu: 0.9, Gamma: 0.0004",13790,141,232,15,97.36916349273523,20,40,
"Nu: 0.9, Gamma: 0.005",14022,151,0,5,98.93496967132177,20,40,
"Nu: 0.9, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.9, Gamma: 0.0625",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.9, Gamma: 0.1",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.9, Gamma: 0.2",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.9, Gamma: 0.5",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.9, Gamma: 0.7",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.9, Gamma: 0.9",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.9, Gamma: 0.99",13790,150,232,6,97.30568486387361,20,40,
"Nu: 0.99, Gamma: 1e-05",14022,155,0,1,98.90675694738327,20,40,
"Nu: 0.99, Gamma: 2e-05",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.99, Gamma: 3e-05",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.99, Gamma: 4e-05",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 5e-05",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 6e-05",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 7e-05",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 8e-05",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 9e-05",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 0.0001",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 0.0002",14022,155,0,1,98.90675694738327,20,40,
"Nu: 0.99, Gamma: 0.0003",14022,153,0,3,98.92086330935251,20,40,
"Nu: 0.99, Gamma: 0.0004",14022,154,0,2,98.9138101283679,20,40,
"Nu: 0.99, Gamma: 0.005",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.99, Gamma: 0.05",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.99, Gamma: 0.0625",14022,156,0,0,98.89970376639864,20,40,
"Nu: 0.99, Gamma: 0.1",14022,156,0,0,98.89970376639864,20,40,
