ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
13,2,1,1,0,3,0,0,0,1,1,10,2,4,4,6,blackscholes
11,0,0,1,0,1,1,0,0,0,0,8,1,2,0,12,blackscholes
11,0,0,3,1,1,0,0,0,0,0,8,1,1,2,7,blackscholes
6,1,1,1,2,1,1,2,1,1,1,12,1,2,4,13,blackscholes
6,0,0,0,1,1,1,1,0,0,2,11,0,0,1,28,blackscholes
9,2,1,2,1,2,2,2,2,2,2,11,1,4,3,17,blackscholes
8,1,1,2,0,1,0,1,1,1,2,9,0,1,8,17,blackscholes
16,3,4,4,4,3,4,4,3,5,5,17,4,4,7,16,blackscholes
14,2,2,3,2,3,3,3,3,1,3,22,7,2,1,3,blackscholes
58,22,11,18,18,49,8,17,6,12,6,44,8,40,21,17,blackscholes
10,0,3,1,3,14,1,1,2,2,2,12,3,11,2,3,blackscholes
7,0,0,3,1,11,0,1,0,0,1,10,1,9,1,2,blackscholes
10,1,1,1,3,14,2,1,1,1,2,13,4,14,1,1,blackscholes
10,0,0,0,1,26,1,0,1,0,2,28,1,25,2,1,blackscholes
6,0,0,0,0,11,4,3,3,3,2,23,4,20,4,3,blackscholes
4,2,1,1,0,14,0,2,0,0,2,11,2,11,0,2,blackscholes
9,2,2,1,1,12,0,1,3,1,1,13,2,13,0,2,blackscholes
4,1,0,0,1,12,0,0,0,2,1,10,3,9,1,2,blackscholes
8,2,0,0,0,14,0,1,0,0,3,11,2,14,0,2,blackscholes
7,1,1,1,2,12,4,2,2,2,2,16,2,11,1,3,blackscholes
6,0,0,0,2,9,0,0,0,0,2,6,5,18,3,4,blackscholes
7,0,0,2,0,15,2,2,1,2,1,25,4,31,3,4,blackscholes
8,0,0,1,0,15,0,1,1,0,0,14,1,11,3,3,blackscholes
16,1,2,3,1,50,1,1,2,1,2,57,2,51,3,3,blackscholes
10,1,0,1,1,21,1,1,1,1,1,28,3,32,4,2,blackscholes
